EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,Attrition,SoftSkillsScore,TechnicalSkillsScore,LeadershipScore,CommunicationScore,AdaptabilityScore,InnovationScore,TeamworkScore,CultureFitScore,EngagementScore,GrowthPotential,SalaryCompetitiveness
1119,20,Male,Married,5,Technical Degree,Research & Development,Research Scientist,5,24600,2,14,2,2,0,3,2,1,Travel_Frequently,No,3,4,1,4,3,3,22,0,0,8.1,6.8,5.7,6.6,6.5,9.5,7.7,7.3,7.8,6.6,123.0
1120,49,Male,Married,5,Human Resources,Research & Development,Laboratory Technician,2,5424,2,13,0,2,2,2,4,5,Travel_Rarely,No,3,3,4,3,3,3,22,0,0,9.3,7.5,6.8,6.4,2.6,5.4,8.3,6.6,7.9,6.0,90.4
1121,27,Male,Divorced,1,Life Sciences,Sales,Sales Representative,2,5188,3,10,1,2,3,2,5,4,Travel_Rarely,No,4,3,2,1,3,3,14,3,1,7.3,8.2,6.3,6.7,6.7,5.8,6.5,6.0,6.9,7.1,86.5
1122,27,Male,Single,3,Human Resources,Human Resources,HR Manager,5,19782,2,7,2,1,2,4,2,8,Travel_Frequently,Yes,2,4,4,2,3,2,18,2,0,6.4,8.5,4.9,9.5,5.4,8.2,7.8,7.4,7.6,6.2,98.9
1123,36,Female,Single,3,Marketing,Technology,Tech Lead,2,5485,7,21,4,0,0,2,4,1,Travel_Rarely,No,3,3,2,4,4,3,20,1,0,9.0,6.8,5.3,9.3,5.2,6.2,6.6,7.1,8.1,6.1,91.4
1124,51,Male,Single,2,Marketing,Sales,Sales Executive,5,12180,18,25,10,1,4,1,6,8,Travel_Rarely,No,3,1,3,4,3,3,14,0,0,5.8,9.9,10.0,9.5,6.9,5.2,6.5,7.2,6.6,8.4,60.9
1125,50,Female,Divorced,3,Marketing,Research & Development,Laboratory Technician,1,3444,4,8,2,0,3,2,3,3,Non-Travel,No,3,4,4,2,4,4,21,1,0,10.0,6.8,7.8,9.5,5.8,5.5,8.1,7.5,8.8,6.7,114.8
1126,40,Female,Married,3,Human Resources,Technology,Product Manager,2,3069,2,8,1,1,0,0,5,20,Travel_Rarely,No,3,3,2,1,3,3,19,0,1,7.5,6.7,5.5,5.9,3.7,4.8,6.8,5.2,6.4,5.8,51.2
1127,45,Female,Single,4,Life Sciences,Research & Development,Research Scientist,3,10452,1,8,1,1,1,4,6,15,Travel_Rarely,No,3,2,3,3,4,3,19,0,1,4.6,6.6,6.4,7.1,6.1,2.0,6.4,5.8,7.5,6.2,104.5
1128,49,Male,Single,4,Life Sciences,Sales,Sales Representative,4,13146,5,11,1,0,3,4,0,4,Travel_Frequently,No,3,1,4,4,3,3,16,0,0,7.7,7.2,6.9,6.1,10.0,7.3,8.8,8.5,7.0,7.0,87.6
1129,24,Male,Single,3,Human Resources,Technology,Software Engineer,2,3910,5,18,0,0,1,8,4,29,Travel_Rarely,No,2,4,2,2,3,3,11,1,1,9.1,7.8,4.5,8.3,7.3,4.5,6.2,6.5,6.9,6.4,65.2
1130,46,Female,Single,4,Technical Degree,Sales,Manager,5,19912,5,8,3,1,3,3,6,1,Travel_Frequently,No,4,4,4,3,3,4,19,0,0,8.7,9.1,6.0,6.8,7.0,3.1,9.7,7.4,9.0,7.3,99.6
1131,25,Female,Divorced,2,Life Sciences,Technology,Tech Lead,3,8299,0,4,0,0,0,1,6,12,Travel_Rarely,No,1,3,2,2,3,3,19,0,1,7.1,6.2,3.9,6.4,4.5,7.8,8.6,6.5,5.8,6.2,83.0
1132,18,Male,Divorced,3,Medical,Sales,Manager,4,11225,11,23,6,0,1,3,0,4,Travel_Rarely,Yes,3,1,4,4,3,3,24,2,1,7.2,5.8,4.0,6.4,4.3,3.1,9.5,6.9,7.0,4.3,74.8
1133,20,Male,Married,3,Marketing,Technology,Tech Lead,2,3618,2,15,2,0,1,1,2,4,Travel_Rarely,No,4,3,4,1,4,4,23,2,0,8.7,7.2,7.8,5.9,4.8,8.3,6.3,6.5,8.2,6.9,60.3
1134,41,Male,Divorced,2,Medical,Research & Development,Research Scientist,1,1767,6,15,5,6,6,6,6,1,Non-Travel,No,2,2,3,2,3,3,17,0,0,4.1,6.3,8.0,8.1,7.0,7.3,8.1,7.0,6.0,7.4,58.9
1135,40,Female,Single,2,Life Sciences,Technology,DevOps Engineer,4,11411,7,12,0,0,1,2,2,5,Travel_Rarely,No,3,2,2,3,4,3,19,0,0,6.2,5.3,8.3,7.8,4.3,6.9,7.5,6.4,7.1,6.0,76.1
1136,25,Male,Married,2,Technical Degree,Sales,Sales Representative,5,16606,5,18,3,3,1,5,3,1,Travel_Frequently,No,3,3,2,3,3,3,18,2,1,5.9,8.8,5.9,5.9,9.1,3.6,8.4,6.8,7.1,7.0,83.0
1137,54,Male,Divorced,5,Life Sciences,Technology,Tech Lead,2,3789,2,15,2,1,2,4,3,7,Travel_Rarely,No,4,3,4,4,1,3,19,2,0,8.3,8.8,5.0,8.4,4.4,2.3,6.5,6.6,7.5,5.7,63.1
1138,20,Female,Married,2,Technical Degree,Human Resources,HR Analyst,1,2519,4,15,4,1,4,4,1,2,Non-Travel,No,3,3,4,2,4,2,19,1,0,5.7,4.8,6.0,7.5,8.0,4.6,8.6,7.2,8.1,5.4,84.0
1139,50,Male,Married,2,Technical Degree,Research & Development,Manufacturing Director,1,1965,0,10,0,0,0,7,1,10,Travel_Rarely,Yes,2,4,3,3,4,4,17,1,1,5.9,6.8,2.4,5.6,7.0,1.0,8.0,6.1,8.2,4.9,65.5
1140,45,Male,Single,3,Medical,Research & Development,Manufacturing Director,3,9112,7,12,0,2,0,3,3,7,Travel_Frequently,No,3,3,2,2,1,3,16,0,0,6.3,7.9,8.8,5.4,9.2,1.3,7.0,5.9,5.5,7.0,91.1
1141,25,Female,Single,4,Life Sciences,Technology,Software Engineer,1,3115,0,12,0,0,0,3,5,10,Travel_Rarely,Yes,2,4,1,3,2,4,12,2,1,5.8,9.9,1.0,5.6,4.5,7.7,5.2,5.5,6.2,6.6,103.8
1142,51,Female,Single,2,Life Sciences,Technology,Tech Lead,2,5289,2,10,1,0,1,4,2,11,Travel_Rarely,No,4,4,4,2,3,4,23,2,0,8.6,6.9,7.9,8.4,10.0,10.0,8.5,8.8,8.6,8.1,88.1
1143,52,Male,Married,5,Medical,Sales,Manager,2,4906,0,9,0,0,0,1,0,1,Non-Travel,No,4,4,4,2,1,3,17,1,0,6.3,8.3,4.0,9.2,6.8,6.2,7.0,7.2,7.4,5.9,81.8
1144,49,Male,Married,4,Technical Degree,Sales,Sales Executive,3,7590,9,22,1,0,2,0,6,1,Travel_Rarely,Yes,4,1,2,3,3,4,11,3,1,7.8,6.4,6.0,2.9,8.7,6.1,6.1,6.3,6.4,7.5,75.9
1145,41,Male,Divorced,3,Life Sciences,Technology,DevOps Engineer,1,3223,3,16,1,3,3,2,6,3,Travel_Rarely,Yes,3,4,4,3,4,4,16,0,0,6.2,7.7,4.3,5.2,7.2,4.8,6.6,6.6,9.1,6.9,107.4
1146,31,Male,Married,4,Marketing,Sales,Manager,2,4806,5,6,3,1,5,3,3,20,Travel_Frequently,No,4,4,2,3,2,3,16,0,0,7.0,8.4,4.3,8.9,4.6,7.8,8.0,7.0,7.6,6.3,80.1
1147,49,Female,Divorced,1,Medical,Technology,Data Scientist,3,12733,5,10,1,0,3,1,5,6,Travel_Rarely,No,3,3,4,3,2,3,22,0,0,6.7,7.5,1.1,6.6,5.1,2.9,7.0,6.3,7.2,5.1,127.3
1148,33,Male,Divorced,3,Life Sciences,Human Resources,HR Manager,3,6488,9,21,3,0,2,1,0,10,Travel_Rarely,Yes,1,3,3,3,4,4,17,0,0,4.2,7.0,3.5,8.6,6.5,6.4,7.4,7.0,7.1,5.7,64.9
1149,21,Male,Single,4,Life Sciences,Technology,Software Engineer,2,5289,0,2,0,0,0,5,1,16,Travel_Frequently,No,2,2,4,1,1,2,12,2,1,5.2,8.5,7.8,7.1,5.1,9.7,7.6,6.8,4.8,6.8,88.1
1150,54,Male,Married,1,Life Sciences,Sales,Manager,2,6412,5,18,1,3,0,2,0,18,Travel_Frequently,No,4,1,4,3,4,3,24,2,0,5.1,9.1,3.6,7.5,6.8,6.3,5.9,6.9,7.8,6.1,106.9
1151,38,Male,Single,2,Life Sciences,Sales,Manager,3,7326,4,5,1,2,4,3,3,6,Travel_Rarely,No,4,3,3,1,2,3,24,2,0,8.6,7.2,3.5,8.6,8.1,5.4,8.0,7.2,6.6,6.2,73.3
1152,31,Male,Married,3,Medical,Technology,Product Manager,4,12386,0,5,0,0,0,2,2,6,Non-Travel,No,1,2,4,2,3,4,23,0,0,8.9,8.5,5.8,7.0,8.8,9.1,8.0,8.2,5.9,7.7,82.6
1153,48,Female,Divorced,2,Human Resources,Technology,Product Manager,3,9564,1,4,1,0,1,1,3,15,Travel_Frequently,No,4,2,2,2,2,4,22,2,1,6.3,6.2,1.3,5.7,9.5,9.8,10.0,7.9,6.0,6.7,95.6
1154,35,Male,Single,5,Technical Degree,Technology,Data Scientist,5,19396,1,5,1,1,1,3,6,13,Travel_Rarely,Yes,4,3,4,2,4,3,14,0,0,7.7,6.4,5.3,7.9,6.4,9.0,8.1,7.7,8.6,7.0,97.0
1155,24,Female,Married,2,Life Sciences,Sales,Sales Representative,3,9451,0,4,0,0,0,2,6,9,Travel_Frequently,Yes,3,4,4,4,3,3,12,0,0,6.0,9.4,6.5,6.4,5.7,5.8,7.7,7.1,8.9,7.4,94.5
1156,27,Female,Married,4,Life Sciences,Sales,Sales Representative,3,10472,2,4,2,2,2,4,4,7,Travel_Rarely,No,4,4,2,3,4,3,24,1,0,7.4,2.6,6.7,10.0,3.4,7.7,5.1,6.3,8.9,5.2,104.7
1157,24,Male,Married,3,Life Sciences,Sales,Sales Representative,1,2326,0,11,0,0,0,1,5,7,Travel_Rarely,Yes,2,4,3,3,3,4,14,0,0,6.5,6.6,3.9,6.8,2.3,9.0,8.1,6.6,7.6,6.1,77.5
1158,50,Male,Married,4,Life Sciences,Technology,Product Manager,2,6437,4,7,1,0,4,3,5,3,Travel_Rarely,No,4,3,4,4,4,3,13,3,0,6.2,7.3,8.4,7.8,6.3,5.0,9.6,7.7,9.4,7.1,107.3
1159,40,Male,Married,3,Medical,Research & Development,Manufacturing Director,2,3279,1,3,1,1,0,2,5,14,Travel_Frequently,Yes,4,3,1,4,3,3,12,0,0,7.9,5.3,8.0,8.4,8.8,4.2,6.5,7.0,7.6,6.9,54.6
1160,38,Male,Single,3,Medical,Sales,Manager,2,6077,1,7,1,1,1,2,4,7,Travel_Frequently,Yes,3,4,3,3,4,3,12,1,0,7.5,8.6,2.5,8.8,6.7,6.8,5.3,7.0,8.8,6.4,101.3
1161,36,Male,Single,4,Life Sciences,Sales,Manager,2,6147,12,26,0,1,0,4,4,2,Non-Travel,Yes,4,4,4,3,3,4,13,2,0,5.9,6.9,7.4,8.8,7.3,4.0,6.3,7.0,9.0,6.9,102.4
1162,36,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,2,4225,3,3,3,3,2,0,2,2,Travel_Rarely,No,2,2,1,4,3,3,20,1,0,9.6,8.1,6.3,8.8,4.7,3.6,8.2,6.6,6.0,5.8,70.4
1163,53,Male,Married,3,Life Sciences,Technology,Product Manager,3,6033,1,15,1,1,1,1,5,15,Travel_Rarely,No,4,3,4,4,3,2,22,1,0,9.8,9.3,7.0,6.9,5.7,4.9,6.7,7.2,8.8,6.9,60.3
1164,46,Female,Single,3,Life Sciences,Research & Development,Research Director,2,4767,4,9,1,3,0,0,3,7,Travel_Frequently,Yes,1,4,3,4,2,4,14,0,0,7.2,8.8,4.8,8.2,8.6,4.3,6.2,7.3,6.9,7.0,79.4
1165,35,Male,Divorced,4,Technical Degree,Sales,Sales Executive,2,5403,1,4,1,1,1,3,4,4,Travel_Rarely,No,4,2,2,3,3,2,17,0,0,7.9,6.5,3.4,4.2,7.3,4.1,7.6,6.3,7.0,5.5,90.0
1166,19,Female,Married,3,Life Sciences,Research & Development,Research Director,5,16793,0,0,0,0,0,1,3,1,Travel_Frequently,No,3,2,3,3,4,3,14,1,1,10.0,5.3,5.7,8.0,5.7,6.3,7.5,7.3,7.5,5.8,84.0
1167,18,Male,Married,5,Medical,Research & Development,Research Director,2,5501,0,0,0,0,0,3,1,7,Travel_Rarely,No,4,3,3,3,3,3,21,3,0,7.9,6.4,6.8,8.0,7.7,6.6,9.0,7.8,8.0,6.4,91.7
1168,22,Female,Married,2,Marketing,Sales,Sales Executive,2,6937,15,19,4,4,2,2,5,1,Travel_Rarely,Yes,3,4,4,3,3,3,17,3,0,5.0,7.2,6.8,8.3,6.7,3.2,6.6,6.6,8.5,6.6,115.6
1169,37,Male,Married,3,Human Resources,Sales,Manager,2,3635,6,19,0,5,1,4,4,5,Non-Travel,Yes,4,2,4,3,3,1,14,1,0,7.1,4.3,6.7,8.3,8.5,6.8,7.3,7.9,7.8,6.1,60.6
1170,28,Male,Divorced,4,Human Resources,Technology,Tech Lead,4,7919,8,12,2,2,1,4,4,9,Travel_Rarely,No,3,4,3,4,2,2,13,1,0,6.5,9.4,3.8,8.4,7.4,6.4,4.5,7.0,7.9,6.7,52.8
1171,59,Female,Single,4,Technical Degree,Sales,Sales Representative,2,4930,19,28,6,2,6,2,2,6,Travel_Rarely,No,2,2,4,4,4,3,18,2,0,6.3,7.2,8.7,6.5,5.9,4.0,6.5,6.7,7.8,6.4,82.2
1172,19,Male,Single,4,Life Sciences,Sales,Sales Executive,3,7343,13,19,2,0,1,6,3,20,Travel_Frequently,No,3,3,4,3,3,3,13,1,0,7.7,6.6,8.4,6.6,6.1,6.1,7.6,7.2,7.9,6.7,73.4
1173,20,Male,Married,5,Marketing,Research & Development,Research Director,1,2259,6,18,2,1,1,3,2,1,Travel_Rarely,No,4,3,4,3,3,2,21,2,0,6.3,4.1,6.5,8.1,4.0,6.5,6.9,6.8,8.4,4.9,75.3
1174,40,Female,Single,3,Technical Degree,Technology,Product Manager,2,6266,5,16,5,5,0,5,2,2,Travel_Rarely,Yes,3,1,4,3,3,3,18,2,0,8.3,7.0,4.1,4.4,3.6,6.7,4.3,5.8,6.6,5.4,104.4
1175,29,Male,Single,2,Life Sciences,Human Resources,HR Analyst,2,4879,2,5,2,2,1,0,3,1,Travel_Frequently,No,3,4,3,2,2,3,12,3,1,6.1,7.1,6.5,4.8,5.7,7.8,8.0,6.5,7.1,6.6,81.3
1176,37,Male,Married,1,Marketing,Technology,Software Engineer,3,8450,0,13,0,0,0,3,1,1,Travel_Frequently,No,4,4,3,4,2,4,23,2,1,5.4,5.7,5.1,6.1,8.9,7.6,7.9,7.7,8.4,6.5,84.5
1177,22,Female,Single,4,Human Resources,Human Resources,HR Analyst,4,11864,4,12,2,0,4,4,3,1,Travel_Rarely,No,4,3,4,3,3,3,24,2,0,8.9,7.4,5.3,6.4,7.3,6.1,6.0,7.2,8.4,6.5,79.1
1178,54,Female,Married,4,Medical,Technology,Software Engineer,3,8434,4,7,3,1,0,5,1,10,Non-Travel,No,2,2,4,1,4,3,13,0,0,6.6,6.8,7.3,7.5,6.0,4.2,8.1,6.5,6.6,5.9,84.3
1179,55,Female,Single,2,Life Sciences,Sales,Sales Executive,3,8956,15,21,4,1,1,2,2,3,Travel_Rarely,No,3,3,1,3,4,3,14,0,0,8.2,4.6,5.2,10.0,7.7,5.1,5.5,6.7,7.4,5.6,89.6
1180,47,Male,Divorced,2,Life Sciences,Technology,Tech Lead,2,7784,2,6,2,0,0,3,1,20,Travel_Rarely,No,2,4,4,4,4,4,13,2,0,5.6,8.0,8.8,6.3,8.5,6.4,6.3,7.4,9.0,7.6,129.7
1181,26,Female,Divorced,1,Medical,Sales,Sales Representative,3,8975,5,19,4,1,5,4,5,1,Travel_Rarely,Yes,4,2,3,2,4,3,16,0,1,6.7,10.0,7.3,7.7,5.4,8.6,9.0,7.2,7.6,7.9,89.8
1182,51,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,2,6162,4,8,3,0,2,5,1,8,Travel_Rarely,Yes,4,3,2,1,2,3,19,0,0,8.0,9.7,8.0,4.6,5.4,1.4,8.9,5.3,6.2,6.2,102.7
1183,52,Female,Married,3,Technical Degree,Technology,Tech Lead,3,8816,0,5,0,0,0,3,1,28,Travel_Rarely,No,4,3,3,3,1,3,20,3,1,5.8,7.7,4.2,6.3,10.0,6.2,8.1,7.6,6.8,6.6,88.2
1184,39,Female,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,2,2972,4,11,4,2,3,1,4,1,Travel_Frequently,No,4,1,2,4,2,3,18,1,0,7.7,7.4,4.8,8.1,4.9,5.7,6.4,6.6,6.1,6.1,49.5
1185,41,Female,Single,3,Life Sciences,Technology,Product Manager,1,2216,3,17,3,3,3,2,4,4,Travel_Frequently,Yes,3,2,4,2,3,3,14,0,0,8.8,4.7,3.5,6.4,5.5,6.6,7.8,7.0,6.9,5.4,73.9
1186,34,Female,Divorced,4,Human Resources,Research & Development,Research Scientist,2,5278,3,7,3,3,3,1,6,9,Travel_Frequently,No,3,3,2,4,3,4,12,1,0,7.5,7.4,8.6,6.1,5.9,3.3,7.9,6.4,7.5,7.2,88.0
1187,27,Male,Divorced,4,Medical,Technology,Data Scientist,2,5723,3,17,0,1,0,2,2,8,Travel_Frequently,No,3,3,2,3,4,4,20,0,0,6.2,6.6,10.0,3.9,4.7,7.8,4.9,5.5,7.8,7.1,95.4
1188,47,Female,Married,3,Life Sciences,Technology,Software Engineer,2,5210,0,2,0,0,0,4,3,6,Travel_Rarely,No,1,4,1,1,3,3,11,2,1,6.1,3.2,7.0,5.9,3.0,6.0,5.8,4.7,5.6,5.0,86.8
1189,40,Female,Married,2,Technical Degree,Technology,Product Manager,3,10064,3,8,0,1,3,0,1,3,Non-Travel,No,4,4,3,3,3,3,21,2,0,5.9,6.4,6.5,8.7,6.7,5.5,8.6,7.3,8.6,6.0,100.6
1190,49,Male,Single,3,Technical Degree,Technology,Software Engineer,1,1770,4,17,0,4,1,7,5,10,Travel_Rarely,No,3,3,2,3,3,4,14,2,0,5.7,6.1,5.0,6.4,5.4,6.8,3.8,5.6,7.1,6.5,59.0
1191,34,Female,Married,4,Technical Degree,Technology,Product Manager,1,2524,3,14,3,0,3,1,4,8,Travel_Rarely,Yes,4,3,4,4,2,3,15,0,0,8.2,4.7,9.2,7.1,7.3,6.6,7.3,7.8,8.1,6.9,84.1
1192,34,Male,Divorced,5,Human Resources,Technology,Product Manager,3,10757,3,16,3,3,3,1,3,1,Travel_Rarely,No,4,3,1,4,4,4,12,0,0,5.6,6.8,5.9,5.9,5.0,6.1,7.1,6.0,8.2,6.3,107.6
1193,31,Female,Single,2,Technical Degree,Research & Development,Laboratory Technician,2,4028,0,1,0,0,0,2,5,26,Travel_Rarely,No,4,4,4,2,4,4,24,0,0,6.6,4.8,4.7,6.6,8.8,4.9,6.2,6.9,9.2,6.5,67.1
1194,26,Female,Divorced,1,Human Resources,Sales,Sales Representative,3,10405,1,12,1,0,0,1,1,6,Travel_Frequently,Yes,3,1,3,3,3,2,23,0,0,7.3,7.6,3.0,8.8,6.4,5.6,7.2,7.1,6.2,5.3,104.0
1195,57,Female,Single,1,Medical,Technology,DevOps Engineer,3,10317,1,12,1,1,1,2,3,5,Travel_Rarely,No,2,1,4,4,4,3,23,2,0,6.4,7.8,3.9,6.3,5.0,6.1,7.2,6.9,7.1,5.9,103.2
1196,19,Male,Single,3,Technical Degree,Technology,Tech Lead,5,13546,2,9,0,1,0,0,6,15,Travel_Frequently,No,3,4,2,3,3,4,13,1,0,6.0,3.9,6.1,5.9,5.3,9.6,7.4,6.7,7.8,6.7,67.7
1197,42,Male,Single,4,Other,Technology,Tech Lead,3,9074,4,11,0,0,4,4,5,8,Travel_Rarely,Yes,3,2,2,3,2,4,23,0,1,8.8,6.4,2.3,8.8,6.0,6.2,7.0,7.0,5.9,6.0,90.7
1198,56,Male,Single,1,Technical Degree,Technology,Software Engineer,1,2579,9,23,6,1,9,4,0,1,Non-Travel,No,1,3,3,2,2,4,14,0,0,6.1,6.3,3.5,7.0,9.0,7.3,7.9,7.4,5.5,6.2,86.0
1199,26,Female,Married,3,Life Sciences,Technology,Tech Lead,2,4823,0,2,0,0,0,4,5,5,Travel_Rarely,No,1,3,4,4,2,4,13,0,0,7.3,6.6,9.3,6.6,5.5,7.7,8.2,7.6,6.6,7.6,80.4
1200,39,Male,Single,3,Medical,Sales,Sales Executive,1,1736,0,11,0,0,0,6,5,12,Non-Travel,No,4,2,3,3,3,3,18,2,0,6.2,3.3,7.7,7.3,3.6,6.0,6.1,6.1,7.4,5.6,57.9
1201,21,Male,Divorced,1,Marketing,Sales,Manager,5,17052,2,9,2,1,2,1,1,9,Non-Travel,Yes,4,4,1,3,1,3,24,0,0,6.1,7.6,5.3,8.6,9.6,8.7,8.5,7.8,6.6,7.1,85.3
1202,43,Female,Married,3,Life Sciences,Research & Development,Research Scientist,1,2421,2,10,1,0,1,4,3,28,Travel_Rarely,No,4,4,3,3,4,4,23,0,0,5.0,9.3,7.9,7.2,3.3,2.6,7.0,5.5,9.2,6.5,80.7
1203,46,Male,Single,2,Other,Sales,Manager,2,3301,4,8,4,1,2,2,1,1,Travel_Rarely,Yes,2,2,2,2,4,2,21,0,0,7.0,9.3,4.5,6.0,10.0,6.6,4.5,6.5,6.2,6.9,55.0
1204,51,Female,Married,3,Life Sciences,Human Resources,HR Manager,1,1847,8,12,5,2,3,4,1,2,Travel_Frequently,Yes,4,4,3,2,2,4,22,1,1,5.1,8.4,7.6,7.2,3.2,8.2,6.6,6.0,7.6,6.7,61.6
1205,40,Female,Divorced,4,Life Sciences,Technology,Product Manager,4,10589,8,13,5,0,0,1,0,6,Travel_Rarely,No,4,1,3,4,2,4,12,0,0,7.4,4.0,5.3,4.7,5.8,7.0,7.1,6.8,6.5,5.3,70.6
1206,54,Female,Married,3,Other,Technology,Data Scientist,2,3951,0,6,0,0,0,2,6,7,Non-Travel,No,4,4,4,4,4,4,19,2,0,6.6,6.1,9.9,5.6,5.7,2.4,5.3,6.1,10.0,7.0,65.8
1207,28,Male,Single,2,Medical,Research & Development,Laboratory Technician,5,19174,13,15,2,1,3,0,5,2,Travel_Frequently,No,3,3,4,3,4,3,21,2,0,5.6,7.8,3.7,7.5,8.1,6.6,7.0,7.4,8.5,6.9,95.9
1208,23,Male,Divorced,5,Life Sciences,Sales,Sales Representative,1,2955,0,4,0,0,0,4,3,14,Travel_Rarely,No,4,3,2,1,3,1,16,0,0,5.3,7.7,9.1,7.0,7.8,5.9,6.8,6.1,6.9,6.9,98.5
1209,35,Male,Divorced,3,Marketing,Research & Development,Research Scientist,1,2344,5,5,1,2,5,1,6,1,Travel_Rarely,No,4,2,4,3,3,3,11,0,1,3.5,8.7,5.7,7.6,10.0,6.1,7.6,7.7,7.8,8.0,78.1
1210,38,Male,Single,4,Marketing,Research & Development,Manufacturing Director,1,2883,5,15,0,3,1,6,2,1,Travel_Rarely,No,3,3,2,3,4,3,18,3,0,8.0,6.6,2.2,7.6,3.8,5.4,6.6,6.1,7.8,4.7,96.1
1211,59,Male,Single,1,Life Sciences,Research & Development,Manufacturing Director,4,15476,5,14,2,0,0,3,4,24,Non-Travel,No,3,4,2,3,3,4,20,2,0,6.9,5.2,6.6,8.2,3.4,7.7,7.0,6.4,7.8,6.1,103.2
1212,53,Male,Married,1,Other,Sales,Sales Executive,4,12778,1,5,0,0,1,1,6,3,Travel_Rarely,Yes,4,3,3,4,2,3,16,0,0,7.2,7.8,7.4,7.2,8.4,5.7,8.5,7.8,7.8,7.7,85.2
1213,58,Female,Single,1,Marketing,Research & Development,Laboratory Technician,1,2704,2,5,2,1,2,8,1,25,Travel_Rarely,No,4,3,4,1,4,4,14,0,0,7.7,6.3,9.0,8.5,10.0,8.6,7.6,8.1,8.2,7.8,90.1
1214,55,Female,Divorced,2,Marketing,Research & Development,Research Director,1,2388,3,3,3,3,2,2,1,2,Non-Travel,No,4,4,4,3,2,3,16,0,0,9.4,9.1,7.5,7.7,8.7,6.3,7.6,8.0,8.4,7.4,79.6
1215,51,Male,Married,3,Marketing,Technology,DevOps Engineer,3,6591,1,7,0,0,1,2,1,1,Travel_Rarely,No,2,3,4,3,1,4,12,1,0,5.6,8.0,4.1,7.8,7.8,4.8,6.8,7.1,6.1,6.3,65.9
1216,34,Female,Divorced,5,Marketing,Sales,Sales Executive,1,2126,0,14,0,0,0,0,1,11,Travel_Frequently,No,3,3,2,3,3,4,11,3,0,6.1,6.4,8.1,5.7,8.6,9.9,5.9,7.1,7.1,7.6,70.9
1217,54,Female,Married,3,Life Sciences,Sales,Sales Executive,1,2663,4,4,4,0,3,3,4,14,Travel_Rarely,No,3,4,2,3,2,4,22,1,0,7.8,7.3,6.1,5.9,4.1,4.4,7.9,6.0,7.1,6.2,88.8
1218,42,Female,Single,2,Life Sciences,Sales,Sales Representative,1,2439,3,15,1,0,0,4,2,5,Travel_Frequently,No,4,4,4,3,4,3,16,0,0,8.1,8.7,2.8,6.2,6.1,5.3,5.9,6.7,9.6,5.8,81.3
1219,55,Female,Single,3,Medical,Research & Development,Research Director,1,2868,5,12,4,0,1,0,0,1,Non-Travel,No,4,3,3,2,3,2,18,1,0,7.1,7.8,5.8,9.9,6.6,6.7,9.3,7.6,7.6,5.9,95.6
1220,29,Male,Married,2,Technical Degree,Technology,Product Manager,2,3113,0,13,0,0,0,2,2,8,Travel_Frequently,Yes,2,3,2,3,4,4,23,3,0,4.0,7.2,3.6,9.1,6.3,3.0,5.8,5.9,7.2,5.6,51.9
1221,40,Male,Married,3,Life Sciences,Technology,DevOps Engineer,1,1676,9,18,5,4,0,3,4,1,Travel_Frequently,Yes,4,4,3,4,2,3,15,0,0,3.7,7.4,5.7,5.7,7.5,6.4,6.9,6.8,8.4,6.9,55.9
1222,59,Male,Divorced,3,Marketing,Research & Development,Research Director,2,3471,0,11,0,0,0,2,3,15,Travel_Rarely,No,4,1,4,3,2,3,18,3,0,6.9,6.5,7.5,7.0,6.5,4.8,8.5,7.2,6.5,6.4,57.8
1223,39,Male,Single,4,Technical Degree,Technology,Software Engineer,4,13433,11,12,0,1,0,3,0,2,Travel_Frequently,No,2,1,4,2,3,4,13,1,1,8.6,7.6,3.7,5.8,5.7,10.0,7.1,7.3,5.8,6.3,89.6
1224,38,Female,Single,5,Life Sciences,Research & Development,Research Director,2,3621,2,11,1,0,2,2,0,15,Travel_Rarely,No,3,3,3,4,4,3,23,0,0,9.2,7.0,6.6,5.8,4.4,5.5,7.7,6.8,8.5,5.5,60.4
1225,44,Female,Single,2,Life Sciences,Technology,DevOps Engineer,3,9044,3,15,2,1,1,2,3,4,Non-Travel,No,2,2,4,2,2,3,16,0,0,4.4,5.4,8.2,8.5,6.2,4.0,7.4,6.5,5.8,6.1,90.4
1226,48,Male,Married,3,Life Sciences,Sales,Sales Executive,1,2876,11,22,7,0,0,3,5,7,Travel_Rarely,Yes,3,3,4,3,3,2,11,0,1,7.7,7.6,4.8,4.8,4.2,6.7,5.3,6.1,7.9,6.0,95.9
1227,23,Male,Single,5,Marketing,Research & Development,Manufacturing Director,3,11077,1,5,0,1,1,0,1,12,Travel_Frequently,Yes,2,4,1,3,2,3,23,1,0,7.7,7.8,5.4,7.7,6.3,6.2,5.9,6.3,6.2,6.1,110.8
